datetime,Load
2015-05-29,284024.5
2015-05-30,299550.5
2015-05-31,324853.5
2015-06-01,324676.5
2015-06-02,310027.5
2015-06-03,301960.0
2015-06-04,337843.0
2015-06-05,326198.5
2015-06-06,332509.5
2015-06-07,337801.0
2015-06-08,339096.0
2015-06-09,341711.5
2015-06-10,320664.5
2015-06-11,262562.0
2015-06-12,259620.5
2015-06-13,275250.0
2015-06-14,287860.5
2015-06-15,302920.0
2015-06-16,300892.0
2015-06-17,307648.0
2015-06-18,316039.5
2015-06-19,316614.0
2015-06-20,329061.5
2015-06-21,326013.5
2015-06-22,304952.0
2015-06-23,302150.5
2015-06-24,306310.5
2015-06-25,295404.0
2015-06-26,271611.0
2015-06-27,273326.5
2015-06-28,283754.5
2015-06-29,304377.5
2015-06-30,316305.0
2015-07-01,330102.5
2015-07-02,331750.5
2015-07-03,311763.0
2015-07-04,333081.0
2015-07-05,337024.0
2015-07-06,344991.0
2015-07-07,345553.0
2015-07-08,326810.0
2015-07-09,294122.5
2015-07-10,285496.0
2015-07-11,317592.0
2015-07-12,341073.5
2015-07-13,353090.5
2015-07-14,350031.0
2015-07-15,309958.5
2015-07-16,294226.0
2015-07-17,264676.0
2015-07-18,248584.0
2015-07-19,220669.0
2015-07-20,229428.5
2015-07-21,242670.0
2015-07-22,255078.5
2015-07-23,266267.0
2015-07-24,257989.5
2015-07-25,263322.5
2015-07-26,253473.5
2015-07-27,255402.0
2015-07-28,278445.0
2015-07-29,299915.5
2015-07-30,291823.5
2015-07-31,232833.0
2015-08-01,233000.5
2015-08-02,273844.5
2015-08-03,304203.5
2015-08-04,317855.5
2015-08-05,327721.5
2015-08-06,336382.0
2015-08-07,316418.5
2015-08-08,326725.0
2015-08-09,337521.5
2015-08-10,340607.0
2015-08-11,342678.5
2015-08-12,344430.5
2015-08-13,344739.5
2015-08-14,319000.0
2015-08-15,314590.0
2015-08-16,325456.5
2015-08-17,316609.5
2015-08-18,315654.0
2015-08-19,315043.0
2015-08-20,305809.5
2015-08-21,276064.0
2015-08-22,307518.5
2015-08-23,326894.5
2015-08-24,330954.5
2015-08-25,337384.5
2015-08-26,338914.5
2015-08-27,335312.5
2015-08-28,335312.5
2015-08-29,317075.5
2015-08-30,326774.5
2015-08-31,308884.5
2015-09-01,309916.5
2015-09-02,617288.5
2015-09-03,629527.5
2015-09-04,287194.0
2015-09-05,310493.5
2015-09-06,325823.5
2015-09-07,335525.0
2015-09-08,333177.0
2015-09-09,342523.0
2015-09-10,343189.0
2015-09-11,322628.5
2015-09-12,329812.0
2015-09-13,337990.5
2015-09-14,344026.5
2015-09-15,337432.5
2015-09-16,346642.5
2015-09-17,351086.5
2015-09-18,342342.0
2015-09-19,330892.0
2015-09-20,304047.5
2015-09-21,301337.5
2015-09-22,308817.5
2015-09-23,279027.0
2015-09-24,256189.5
2015-09-25,258621.5
2015-09-26,266151.0
2015-09-27,269207.5
2015-09-28,278810.5
2015-09-29,295597.5
2015-09-30,316762.5
2015-10-01,324370.5
2015-10-02,324370.5
2015-10-03,324370.5
2015-10-04,331102.0
2015-10-05,334835.5
2015-10-06,336693.0
2015-10-07,335934.5
2015-10-08,319133.0
2015-10-09,295042.0
2015-10-10,313884.0
2015-10-11,319417.0
2015-10-12,312732.0
2015-10-13,296990.5
2015-10-14,293960.0
2015-10-15,297564.5
2015-10-16,279944.0
2015-10-17,299780.0
2015-10-18,317606.0
2015-10-19,318899.5
2015-10-20,319984.0
2015-10-21,324786.5
2015-10-22,316752.0
2015-10-23,285286.5
2015-10-24,282971.5
2015-10-25,295860.5
2015-10-26,293802.0
2015-10-27,290881.0
2015-10-28,291657.5
2015-10-29,291679.5
2015-10-30,262537.0
2015-10-31,267307.5
2015-11-01,268918.5
2015-11-02,270580.0
2015-11-03,278028.5
2015-11-04,284942.5
2015-11-05,283531.0
2015-11-06,251046.0
2015-11-07,261040.0
2015-11-08,267440.0
2015-11-09,265284.5
2015-11-10,260135.0
2015-11-11,263670.0
2015-11-12,264164.5
2015-11-13,231275.0
2015-11-14,249039.5
2015-11-15,262325.5
2015-11-16,261931.0
2015-11-17,259420.0
2015-11-18,255780.0
2015-11-19,253347.0
2015-11-20,225955.0
2015-11-21,244306.0
2015-11-22,253319.5
2015-11-23,250723.5
2015-11-24,248241.0
2015-11-25,247528.0
2015-11-26,247337.5
2015-11-27,216991.0
2015-11-28,232425.5
2015-11-29,244807.0
2015-11-30,246719.0
2015-12-01,248568.0
2015-12-02,250729.0
2015-12-03,245943.0
2015-12-04,217786.5
2015-12-05,230225.5
2015-12-06,239255.5
2015-12-07,242029.5
2015-12-08,240841.5
2015-12-09,240516.5
2015-12-10,240520.5
2015-12-11,216250.5
2015-12-12,232861.0
2015-12-13,243378.0
2015-12-14,240969.5
2015-12-15,238068.5
2015-12-16,209186.5
2015-12-17,219387.5
2015-12-18,203616.0
2015-12-19,221998.5
2015-12-20,226618.0
2015-12-21,230202.0
2015-12-22,231944.0
2015-12-23,231204.0
2015-12-24,233335.0
2015-12-25,206244.5
2015-12-26,221698.5
2015-12-27,498621.0
2015-12-28,234387.5
2015-12-29,234449.5
2015-12-30,233518.5
2015-12-31,236549.0
2016-01-01,212033.5
2016-01-02,227942.0
2016-01-03,236458.0
2016-01-04,238037.0
2016-01-05,239584.5
2016-01-06,240913.5
2016-01-07,241312.0
2016-01-08,220659.5
2016-01-09,235343.0
2016-01-10,613531.5
2016-01-11,597131.5
2016-01-12,519820.5
2016-01-13,246782.0
2016-01-14,252781.0
2016-01-15,230404.5
2016-01-16,243551.0
2016-01-17,250911.5
2016-01-18,253412.5
2016-01-19,254737.5
2016-01-20,236973.5
2016-01-21,252271.5
2016-01-22,252271.5
2016-01-23,252271.5
2016-01-24,252271.5
2016-01-25,252271.5
2016-01-26,252271.5
2016-01-27,252271.5
2016-01-28,252271.5
2016-01-29,252271.5
2016-01-30,252271.5
2016-01-31,252271.5
2016-02-01,252271.5
2016-02-02,266573.0
2016-02-03,268373.0
2016-02-04,262955.0
2016-02-05,236229.5
2016-02-06,253506.0
2016-02-07,266064.5
2016-02-08,265752.0
2016-02-09,266125.5
2016-02-10,659921.5
2016-02-11,630829.5
2016-02-12,490098.0
2016-02-13,264019.5
2016-02-14,276929.0
2016-02-15,284193.0
2016-02-16,289651.0
2016-02-17,287015.5
2016-02-18,294744.5
2016-02-19,273087.0
2016-02-20,289295.5
2016-02-21,282215.0
2016-02-22,298758.5
2016-02-23,308115.0
2016-02-24,270662.5
2016-02-25,276395.0
2016-02-26,264407.5
2016-02-27,290139.0
2016-02-28,304968.5
2016-02-29,305206.0
2016-03-01,309003.5
2016-03-02,310319.0
2016-03-03,311538.0
2016-03-04,287272.5
2016-03-05,307934.0
2016-03-06,292497.0
2016-03-07,283256.5
2016-03-08,318577.5
2016-03-09,328034.5
2016-03-10,729834.0
2016-03-11,680402.0
2016-03-12,267245.0
2016-03-13,337360.0
2016-03-14,329903.5
2016-03-15,327921.0
2016-03-16,334741.5
2016-03-17,330080.5
2016-03-18,304566.5
2016-03-19,309923.5
2016-03-20,326466.0
2016-03-21,327996.5
2016-03-22,326018.0
2016-03-23,341850.0
2016-03-24,337203.5
2016-03-25,317474.5
2016-03-26,326561.0
2016-03-27,345459.0
2016-03-28,299451.0
2016-03-29,280988.0
2016-03-30,294104.0
2016-03-31,266737.5
2016-04-01,181086.0
2016-04-02,259773.0
2016-04-03,563800.0
2016-04-04,587964.0
2016-04-05,612170.0
2016-04-06,628316.0
2016-04-07,687236.0
2016-04-08,655074.0
2016-04-09,699198.0
2016-04-10,1120276.5
2016-04-11,1032610.5
2016-04-12,1016379.5
2016-04-13,730218.0
2016-04-14,694401.0
2016-04-15,676492.0
2016-04-16,692423.0
2016-04-17,707820.0
2016-04-18,723909.0
2016-04-19,727871.0
2016-04-20,729339.0
2016-04-21,723260.0
2016-04-22,723260.0
2016-04-23,718987.0
2016-04-24,718987.0
2016-04-25,718987.0
2016-04-26,737958.0
2016-04-27,737526.0
2016-04-28,736726.0
2016-04-29,712669.0
2016-04-30,745310.0
2016-05-01,595709.0
2016-05-02,528167.0
2016-05-03,307287.0
2016-05-04,316468.5
2016-05-05,333173.0
2016-05-06,301835.0
2016-05-07,284723.0
2016-05-08,308532.5
2016-05-09,723378.5
2016-05-10,734695.0
2016-05-11,611823.0
2016-05-12,616351.5
2016-05-13,250914.0
2016-05-14,286805.0
2016-05-15,332771.5
2016-05-16,342664.5
2016-05-17,345826.5
2016-05-18,321011.0
2016-05-19,321050.0
2016-05-20,292228.0
2016-05-21,231335.5
2016-05-22,291602.5
